Código Classe Produto|Classe do Produto|Código|Nome Produto|Un.
PAP|PEÇAS E PARTES DE APR|PCJI101052|ANEL DISTANCIADOR 24X12X0,5 C502011740Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101053|ARRUELA 5X10X1 C503004480Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101054|ARRUELA 10X5X0,3 C503008030Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101055|ANEL JV 22 DIN 472 C503010540Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101056|ANEL A15X1V C503011660Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101057|ANEL J28X1,2V C503011670Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101058|ANEL J24X1,2VC503011760Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101059|ANEL DISTANCIADOR 12X6X0,2 C503011870Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101060|ANEL DISTANCIADOR 14X8X0,3 C503011880Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101061|PARAFUSO TCI M2X10 UNI6107 C515002860Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101062|PARAFUSO TCEI M3X6 UNI5931 C515007520Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101063|PARAFUSO DA PLACA 9X9,5 C515008100Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101064|PARAFUSO M5 6X20 ISSO7379 C519011850Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101065|ESFERA DE AÇO 5MM C520002350Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101066|BATERIA 14,4V 3,3AH LI-IOC521009920Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101067|CONEXÃO 14,4V C521009940Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101068|CONEXÃO DO MICRO C521011890Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101069|TECLADO ELETRÔNICO C521011910Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101070|BOTÃO C521011970Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101071|TRAVA 402014610|PC
PAP|PEÇAS E PARTES DE APR|PCJJI102001|SAPATA DE SOLDA INFERIOR 1832022109 POS9|PC
PAP|PEÇAS E PARTES DE APR|PCJI102002|PARAFUSO DA SAPATA INFERIOR 1832022055 POS10|PC
PAP|PEÇAS E PARTES DE APR|PCJI102003|ENGRENAGEM 1821061018 POS12|PC
PAP|PEÇAS E PARTES DE APR|PCJI102004|ROLAMENTO HFL1022 1926502100 POS13|PC
PAP|PEÇAS E PARTES DE APR|PCJI102005|ANEL DISTANCIADOR 20X28X1 1917411208 POS15|PC
PAP|PEÇAS E PARTES DE APR|PCJI102006|ROLAMENTO 6807V 1930180356 POS18|PC
PAP|PEÇAS E PARTES DE APR|PCJI102007|ENGRENAGEM 1832039211 POS19|PC
PAP|PEÇAS E PARTES DE APR|PCJI102008|ENGRENAGEM 1821060016 POS20|PC
PAP|PEÇAS E PARTES DE APR|PCJI102009|SUPORTE DA ENGRENAGEM 1832039165 POS25|PC
PAP|PEÇAS E PARTES DE APR|PCJI102010|ANEL DISTANCIADOR 12X24X0,5 1917401125 POS28|PC
PAP|PEÇAS E PARTES DE APR|PCJI102011|ENGRENAGEM 1821060014 POS45|PC
PAP|PEÇAS E PARTES DE APR|PCJI102012|RODA DE TRANSPORTE 1821047013 POS46|PC
PAP|PEÇAS E PARTES DE APR|PCJI102013|SAPATA DE TENSÃO 1821048015 POS53|PC
PAP|PEÇAS E PARTES DE APR|PCJI102014|PARAFUSO DA SAPATA 1832039200 POS54|PC
PAP|PEÇAS E PARTES DE APR|PCJI102015|EIXO DE RETENÇÃO 1832039214 POS59|PC
PAP|PEÇAS E PARTES DE APR|PCJI102016|ENGRENAGEM 1832039213 POS60|PC
PAP|PEÇAS E PARTES DE APR|PCJI102017|BRAÇO DA ENGRENAGEM 1832031057 POS65|PC
PAP|PEÇAS E PARTES DE APR|PCJI102018|EXCÊNTRICO 1832022185 POS72|PC
PAP|PEÇAS E PARTES DE APR|PCJI102019|SUPORTE DO MICRO 1832031060 POS75|PC
PAP|PEÇAS E PARTES DE APR|PCJI102020|BOTÃO DE SOLDA 1821151017 POS77|PC
PAP|PEÇAS E PARTES DE APR|PCJI102022|ESFERA 8 MM 1925010802 POS82|PC
PAP|PEÇAS E PARTES DE APR|PCJI102023|MOLA 1821010092 POS83|PC
PAP|PEÇAS E PARTES DE APR|PCJI102024|ESFERA 9 MM 1925010902 POS84|PC
PAP|PEÇAS E PARTES DE APR|PCJI102025|PARAFUSO DA MOLA 1832039210 POS85|PC
PAP|PEÇAS E PARTES DE APR|PCJI102026|CABO DA LIBERAÇÃO 1832031061 POS89|PC
PAP|PEÇAS E PARTES DE APR|PCJI102027|ALAVANCA DENTADA 1832039199 POS90|PC
PAP|PEÇAS E PARTES DE APR|PCJI102028|MOTOR 1821140076 POS95|PC
PAP|PEÇAS E PARTES DE APR|PCJI102030|CHICOTE 1821151016 POS103|PC
PAP|PEÇAS E PARTES DE APR|PCJI102031|PARAFUSO DO MICRO 1921401104 POS104|PC
PAP|PEÇAS E PARTES DE APR|PCJI102033|EXCÊNTRICO 1832022160 POS109|PC
PAP|PEÇAS E PARTES DE APR|PCJI102034|ENGRENAGEM 1821060023 POS110|PC
PAP|PEÇAS E PARTES DE APR|PCJI102035|ANEL DISTANCIADOR 12X24X0,2 1917401122 POS111|PC
PAP|PEÇAS E PARTES DE APR|PCJI102036|SUPORTE DA ENGRENAGEM INFERIOR 1832039203 POS112|PC
PAP|PEÇAS E PARTES DE APR|PCJI102038|ANEL DISTANCIADOR 6X12X0,2 1917411062 POS117|PC
PAP|PEÇAS E PARTES DE APR|PCJI102039|SUPORTE DA ENGRENAGEM SUPERIOR 1832039201 POS118|PC
PAP|PEÇAS E PARTES DE APR|PCJI102041|POLIA DA CORREIA 1832039196 POS127|PC
PAP|PEÇAS E PARTES DE APR|PCJI102042|DISCO 25X38X4 1832022161 POS130|PC
PAP|PEÇAS E PARTES DE APR|PCJI102044|PINO 1832022163 POS143|PC
PAP|PEÇAS E PARTES DE APR|PCJI102045|EIXO 1832022174 POS144|PC
PAP|PEÇAS E PARTES DE APR|PCJI102046|EIXO PARAFUSADO 1832022180 POS146|PC
PAP|PEÇAS E PARTES DE APR|PCJI102047|LIGAÇÃO INFERIOR 1832022181 POS147|PC
PAP|PEÇAS E PARTES DE APR|PCJI102048|LIGAÇÃO SUPERIOR 1832022182 POS148|PC
PAP|PEÇAS E PARTES DE APR|PCJI102050|ARTICULAÇÃO DE GIRO DA SOLDA 1832022171 POS153|PC
PAP|PEÇAS E PARTES DE APR|PCJI102051|EIXO EXCÊNTRICO 1832022164 POS155|PC
PAP|PEÇAS E PARTES DE APR|PCJI102052|ANEL DISTANCIADOR 10X22X0,5 1917401105 POS156|PC
PAP|PEÇAS E PARTES DE APR|PCJI102053|ROLAMENTO NK1012 1933210120 POS157|PC
PAP|PEÇAS E PARTES DE APR|PCJI102054|SAPATA DE SOLDA SUPERIOR 1832022169 POS158|PC
PAP|PEÇAS E PARTES DE APR|PCJI102055|ESFERA 5 MM 1925010502 POS159|PC
PAP|PEÇAS E PARTES DE APR|PCJI102056|DISCO DE APOIO 1832022165 POS160|PC
PAP|PEÇAS E PARTES DE APR|PCJI102057|ENGRENAGEM DA CORREIA 1832022139 POS161|PC
PAP|PEÇAS E PARTES DE APR|PCJI102058|CORREIA DENTADA 1821067011 POS162|PC
PAP|PEÇAS E PARTES DE APR|PCJI102059|ANEL DA CORREIA 1821020147 POS163|PC
PAP|PEÇAS E PARTES DE APR|PCJI102060|PARAFUSO 1832022173 POS165|PC
PAP|PEÇAS E PARTES DE APR|PCJI102061|FACA 1821209019 POS166|PC
PAP|PEÇAS E PARTES DE APR|PCJI102062|BUCHA 1832022049 POS167|PC
PAP|PEÇAS E PARTES DE APR|PCJI102066|GUIA DA FITA 1832042043 POS181|PC
PAP|PEÇAS E PARTES DE APR|PCJI102067|CONJUNTO DA CARCAÇA 1832011198 POS186|PC
PAP|PEÇAS E PARTES DE APR|PCJI102068|PARAFUSO 1914635200 POS197|PC
PAP|PEÇAS E PARTES DE APR|PCJI102069|PLACA ELETRÔNICA 1821152069 POS198|PC
PAP|PEÇAS E PARTES DE APR|PCJI102070|PROTEÇÃO DA PLACA 1832061016 POS199|PC
PAP|PEÇAS E PARTES DE APR|PCJI102071|PARAFUSO DA PLACA 1914622062 POS200|PC
PAP|PEÇAS E PARTES DE APR|PCJI102072|CHICOTE 1821151015 POS201|PC
PAP|PEÇAS E PARTES DE APR|PCJI102073|CHICOTE 18211510118 POS202|PC
PAP|PEÇAS E PARTES DE APR|PCJI102074|PROTEÇÃO DA PLACA 1832011181 POS204|PC
PAP|PEÇAS E PARTES DE APR|PCJI102075|BOTÃO 1832011184 POS205|PC
PAP|PEÇAS E PARTES DE APR|PCJI102077|PLACA ELETRÔNICA 1821152072 POS212|PC
PAP|PEÇAS E PARTES DE APR|PCJI102078|CONECTOR DA BATERIA V 1821152074 POS215|PC
PAP|PEÇAS E PARTES DE APR|PCJI102079|BATERIA 2187001 POS222|PC
PAP|PEÇAS E PARTES DE APR|PCJI102080|CARREGADOR 2188002 POS224|PC
PAP|PEÇAS E PARTES DE APR|PCJI102081|PARAFUSO 1914630140 POS242|PC
