"Código";"Nome Produto";"Un."
"F4ALM01067";"SENSOR FOTO ELÉTRICO T18D-40DP)M18 (5162)";"PC"
"F4ALM01377";"PARAFUSO ALLEN 6X25 CABEÇA RETA (5162)";"PC"
"F4ALM01068";"SENSOR INDUTIVO W095 2022180/10-30V (5162)";"PC"
"F4ALM01069";"SENSOR INDUTIVO XS112B3NAL2(12-24VCC)NPN (5162)";"PC"
"F4ALM01070";"SENSOR INDUTIVO XS1N18PC410D/PNP18 (5162)";"PC"
"F4ALM01071";"SENSOR INDUTIVO XS4P18AB120/12-24V (5162)";"PC"
"F4ALM01072";"SENSOR INDUTIVO XS618B4NAL2/NPN18 (5162)";"PC"
"F4ALM01073";"ADESIVO/AMAZONAS (5162)";"UN"
"F4ALM01075";"ESMALTE SINTÉTICO - BRANCO (5162)";"UN"
"F4ALM01076";"ESMALTE SINTÉTICO - AZUL FRANÇA (5162)";"UN"
"F4ALM01077";"ESMALTE SINTÉTICO - AMARELO OURO (5162)";"UN"
"F4ALM01078";"ESMALTE SINTÉTICO - AZUL OCEAN (5162)";"UN"
"F4ALM01079";"ESMALTE SINTÉTICO - PRETO (5162)";"UN"
"F4ALM01080";"ESMALTE SINTÉTICO - PLATINA (5162)";"UN"
"F4ALM01081";"ESMALTE SINTÉTICO - VERMELHO SEGURANÇA (5162)";"UN"
"F4ALM01082";"ESMALTE SINTÉTICO - ALUMINIO (5162)";"UN"
"F4ALM01083";"ESMALTE SINTÉTICO - CINZA MÉDIO (5162)";"UN"
"F4ALM01084";"ESMALTE SINTÉTICO - AMARELO SEGURANÇA (5162)";"UN"
"F4ALM01085";"TINTA SPRAY - AZUL OCEAN (5162)";"UN"
"F4ALM01086";"TINTA SPRAY - ALUMINIO (5162)";"UN"
"F4ALM01087";"TINTA SPRAY - VERMELHO (5162)";"UN"
"F4ALM01088";"TINTA SPRAY - AMARELO OURO (5162)";"UN"
"F4ALM01089";"TINTA SPRAY - PRETO (5162)";"UN"
"F4ALM01090";"TINTA SPRAY - CINZA MÉDIO (5162)";"UN"
"F4ALM01091";"TINTA SPRAY - DOURADO (5162)";"UN"
"F4ALM01092";"TINTA SPRAY - LARANJA (5162)";"UN"
"F4ALM01093";"TINTA SPRAY - AZUL FRANÇA (5162)";"UN"
"F4ALM01094";"TINTA SPRAY - PLATINA (5162)";"UN"
"F4ALM01095";"TINTA SPRAY - AZUL DEL REY (5162)";"UN"
"F4ALM01096";"TINTA SPRAY - AZUL CLARO (5162)";"UN"
"F4ALM01097";"TINTA SPRAY - AZUL COLONIAL (5162)";"UN"
"F4ALM01098";"TINTA SPRAY - AZUL MURO (5162)";"UN"
"F4ALM01099";"TINTA SPRAY - BRANCO (5162)";"UN"
"F4ALM01100";"TINTA SPRAY - CINZA PLACA (5162)";"UN"
"F4ALM01101";"FUNDO - GALVANIZADO (5162)";"UN"
"F4ALM01102";"ESMALTE SINTÉTICO - VERMELHO/PISO (5162)";"UN"
"F4ALM01103";"REGULADORES DE PRESSÃO - EIR 2000-022 - EMC (5162)";"PC"
"F4ALM01104";"REGULADORES DE PRESSÃO - 95X58X54 - METAL WORK (5162)";"PC"
"F4ALM01105";"MEDIDOR DE PRESSÃO GLICERINADO P/AGUA - AT (5162)";"PC"
"F4ALM01106";"PARA AR C/R 1/4 - 48X48X43 - METAL WORK (5162)";"PC"
"F4ALM01107";"MEDIDOR GLICERINADO PRESSÃO ATÉ 760 - BRINGER (5162)";"PC"
"F4ALM01108";"VALVULAS PNEUMATICAS - 2/3 VIAS - 250X30X48 - METAL WORK (5162)";"PC"
"F4ALM01109";"VALVULAS PNEUMATICAS - 2/3 VIAS - 265X75X70 - METAL WORK (5162)";"PC"
"F4ALM01110";"VALVULAS PNEUMATICAS - 5Y120DZ 02 - SMC (5162)";"PC"
"F4ALM01111";"VALVULAS PNEUMATICAS - 5Y7120DZ 01 - SMC (5162)";"PC"
"F4ALM01112";"VÁLVULA ELÉTRICA - P15E25023 - UNIVER (5162)";"PC"
"F4ALM01114";"SOLENÓIDES - 24 VCC (5162)";"PC"
"F4ALM01115";"SOLENÓIDES - 220 VCC (5162)";"PC"
"F4ALM01116";"SOLENÓIDES - 110 VCC (5162)";"PC"
"F4ALM01117";"INVERSORES - CFW700 A 13 P5T4DB20 - WEG (5162)";"PC"
"F4ALM01118";"INVERSORES - CFW500 D31PDT4DB20 - WEG (5162)";"PC"
"F4ALM01119";"INVERSORES - CFW700 A 10POT4DB20 - WEG (5162)";"PC"
"F4ALM01120";"INVERSORES - VFS 15 - TOSHIBA (5162)";"PC"
"F4ALM01121";"INVERSORES - CFW500 BO6P5T4DB20 - WEG (5162)";"PC"
"F4ALM01122";"INVERSORES - VFP7-2300P - TOSHIBA (5162)";"PC"
"F4ALM01123";"CLP - TPW03-30HR-A - WEG (5162)";"PC"
"F4ALM01124";"CLP - TPW 03/60 HR-A - WEG (5162)";"PC"
"F4ALM01125";"CLP - CLW-02/20UR-D - WEG (5162)";"PC"
"F4ALM01126";"CLP - TP03-OP08 - WEG (5162)";"PC"
"F4ALM01127";"CORREIA B44 (5162)";"PC"
"F4ALM01128";"CORREIA A42 (5162)";"PC"
"F4ALM01129";"CORREIA AXS47 (5162)";"PC"
"F4ALM01130";"CORREIA AX40 (5162)";"PC"
"F4ALM01131";"CORREIA 10/1360 (5162)";"PC"
"F4ALM01132";"CORREIA 10/1500 (5162)";"PC"
"F4ALM01133";"CORREIA AXS42 (5162)";"PC"
"F4ALM01134";"CORREIA 1200/8M (5162)";"PC"
"F4ALM01135";"CORREIA 345L (5162)";"PC"
"F4ALM01136";"CORREIA BX82 (5162)";"PC"
"F4ALM01137";"CORREIA BX78 (5162)";"PC"
"F4ALM01138";"CORREIA B70 (5162)";"PC"
"F4ALM01139";"CORREIA A80 (5162)";"PC"
"F4ALM01140";"CORREIA 10/840 (5162)";"PC"
"F4ALM01141";"CORREIA XPZ2120 (5162)";"PC"
"F4ALM01142";"CORREIA B69 (5162)";"PC"
"F4ALM01143";"CORREIA B68 (5162)";"PC"
"F4ALM01144";"CORREIA 2000/8M (5162)";"PC"
"F4ALM01145";"CORREIA 1800/8M (5162)";"PC"
"F4ALM01146";"CORREIA 630H (5162)";"PC"
"F4ALM01147";"CORREIA 1440/8M (5162)";"PC"
"F4ALM01148";"CORREIA AXS41 (5162)";"PC"
"F4ALM01149";"CORREIA B80 (5162)";"PC"
"F4ALM01150";"CORREIA B69 (5162)";"PC"
"F4ALM01151";"CORREIA 660H (5162)";"PC"
"F4ALM01152";"CORREIA AX80 (5162)";"PC"
"F4ALM01153";"CORREIA 5VX760 (5162)";"PC"
"F4ALM01154";"CORREIA BXS51 (5162)";"PC"
"F4ALM01155";"CORREIA AXS45 (5162)";"PC"
"F4ALM01156";"CORREIA BXS37 (5162)";"PC"
"F4ALM01157";"CORREIA A73 (5162)";"PC"
"F4ALM01158";"CORREIA 46PJ/460J (5162)";"PC"
"F4ALM01159";"CORREIA B82 (5162)";"PC"
"F4ALM01160";"CORREIA 1890/14M (5162)";"PC"
"F4ALM01161";"CORREIA B72 (5162)";"PC"
"F4ALM01438";"ASSENTO SANITARIO (5162)";"PC"
"F4ALM01439";"ANEL DE FIXAÇÃO SEM ABA 35X60X21 (5162)";"PC"
"F4ALM01393";"TERMINAL ILHÓS 1,5 (5162)";"PC"
"F4ALM01394";"TERMINAL ILHÓS 0,5 (5162)";"PC"
"F4ALM01395";"TERMINAL ILHÓS 0,75 (5162)";"PC"
"F4ALM01396";"TERMINAL ILHÓS 2 (5162)";"PC"
"F4ALM01378";"VENTILADOR 24V-80X80X25 (5162)";"PC"
"F4ALM01379";"TAMPA TRASEIRA DO MOTOR 3CV (5162)";"PC"
"F4ALM01380";"PUXADOR DE NYLON 4´´ (5162)";"PC"
"F4ALM01381";"DISCO FLAP 4´´ (5162)";"PC"
"F4ALM01382";"RELE 110V  2 CONTATOS RV (5162)";"PC"
"F4ALM01383";"BUCHA PVC M4 (5162)";"PC"
"F4ALM01384";"BUCHA PVC M5 (5162)";"PC"
"F4ALM01385";"BUCHA PVC M6 (5162)";"PC"
"F4ALM01386";"BUCHA PVC M8 (5162)";"PC"
"F4ALM01387";"BUCHA PVC M10 (5162)";"PC"
"F4ALM01388";"BUCHA PVC M12 (5162)";"PC"
"F4ALM01440";"ANILHA Nº0 (5162)";"PC"
"F4ALM01441";"ANILHA Nº1 (5162)";"PC"
"F4ALM01442";"ANILHA Nº2 (5162)";"PC"
"F4ALM01443";"ANILHA Nº3 (5162)";"PC"
"F4ALM01444";"ANILHA Nº4 (5162)";"PC"
"F4ALM01445";"ANILHA Nº5 (5162)";"PC"
"F4ALM01446";"ANILHA Nº6 (5162)";"PC"
"F4ALM01447";"ANILHA Nº7 (5162)";"PC"
"F4ALM01448";"ANILHA Nº8 (5162)";"PC"
"F4ALM01449";"ANILHA Nº9 (5162)";"PC"
"F4ALM01450";"ANILHA LETRA C (5162)";"PC"
"F4ALM01451";"ANILHA LETRA V (5162)";"PC"
"F4ALM01452";"ANILHA LETRA W (5162)";"PC"
"F4ALM01453";"SERRA COPO 22MM (5162)";"PC"
"F4ALM01454";"SERRA COPO 25MM (5162)";"PC"
"F4ALM01455";"SERRA COPO 32MM (5162)";"PC"
"F4ALM01456";"MANCAL F207 (5162)";"PC"
"F4ALM01457";"CILINDRO PNEUMÁTICO CB96SDB50-550C (5162)";"PC"
"F4ALM01458";"ARTICULAÇÃO TRASEIRA MACHO 40MM (5162)";"PC"
"F4ALM01459";"ARTICULAÇÃO TRASEIRA FÊMIA 40MM (5162)";"PC"
"F4ALM01460";"PONTEIRA GARFO M16X1,5 (5162)";"PC"
"F4ALM01409";"SINDAL 1,5 (5162)";"PC"
"F4ALM01410";"SINDAL 2,5 (5162)";"PC"
"F4ALM01411";"SINDAL 4 (5162)";"PC"
"F4ALM01412";"SINDAL 6 (5162)";"PC"
"F4ALM01415";"CABO PP4X1 (5162)";"M"
"F4ALM01416";"CABO PP6X1 (5162)";"M"
"F4ALM01417";"CABO PP3X2,5 (5162)";"M"
"F4ALM01418";"CABO PP3X1 (5162)";"M"
"F4ALM01419";"MANGUEIRA PLÁSTICA 1/2 (5162)";"M"
"F4ALM01420";"MANGUEIRA PLÁSTICA 3/4 (5162)";"M"
"F4ALM01421";"MANGUEIRA PLÁSTICA 1´´ (5162)";"M"
"F4ALM01422";"MANGUEIRA PLÁSTICA 1 1/2 (5162)";"M"
"F4ALM01423";"MANGUEIRA SUCÇÃO 2´´ (5162)";"M"
"F4ALM01424";"MANGUEIRA SUCÇÃO 3´´ (5162)";"M"
"F4ALM01425";"MANGUEIRA SUCÇÃO 1 1/2 (5162)";"M"
"F4ALM01426";"MANGUEIRA SUCÇÃO 1 1/4 (5162)";"M"
"F4ALM01427";"MANGUEIRA ANTI ESTÁTICA 2´´ (5162)";"M"
"F4ALM01428";"MANGUEIRA ANTI ESTÁTICA 2 1/2 (5162)";"M"
"F4ALM01429";"MANGUEIRA ANTI ESTÁTICA 3´´ (5162)";"M"
"F4ALM01430";"LIXA DÁGUA 100 (5162)";"PC"
"F4ALM01431";"LIXA P/FERRO 40 (5162)";"PC"
"F4ALM01432";"LIXA P/FERRO 60 (5162)";"PC"
"F4ALM01433";"LIXA P/FERRO 80 (5162)";"PC"
"F4ALM01434";"LIXA P/FERRO 100 (5162)";"PC"
"F4ALM01435";"LIXA P/FERRO 120 (5162)";"PC"
"F4ALM01436";"REBOLO PARA AFIAÇÃO 4X19,05X31,8 (5162)";"PC"
"F4ALM01437";"REBOLO PARA AFIAÇÃO 6X1X1 1/4 (5162)";"PC"
"F4ALM01162";"CORREIA BX36 (5162)";"PC"
"F4ALM01164";"CORREIA 5V1000 (5162)";"PC"
"F4ALM01166";"CORREIA  A31 (5162)";"PC"
"F4ALM01167";"CORREIA PK1695 (5162)";"PC"
"F4ALM01169";"CORREIA B60 (5162)";"PC"
"F4ALM01170";"CORREIA B146 (5162)";"PC"
"F4ALM01171";"CORREIA 1200/8M (5162)";"PC"
"F4ALM01172";"CORREIA 1120/8M (5162)";"PC"
"F4ALM01173";"CORREIA 640/8M (5162)";"PC"
"F4ALM01175";"CORREIA A47 (5162)";"PC"
"F4ALM01176";"CORREIA A35 (5162)";"PC"
"F4ALM01177";"CORREIA 1178/14M (5162)";"PC"
"F4ALM01178";"CORREIA A45 (5162)";"PC"
"F4ALM01179";"CORREIA 1760/8M (5162)";"PC"
"F4ALM01180";"CORREIA 1480/8M (5162)";"PC"
"F4ALM01182";"CORREIA 1000H/IMPR (5162)";"PC"
"F4ALM01183";"CORREIA A71 (5162)";"PC"
"F4ALM01184";"CORREIA 5V760 (5162)";"PC"
"F4ALM01185";"CORREIA B152 (5162)";"PC"
"F4ALM01186";"CORREIA A63 (5162)";"PC"
"F4ALM01187";"CORREIA A30 (5162)";"PC"
"F4ALM01188";"CORREIA 300L (5162)";"PC"
"F4ALM01189";"CORREIA A26 (5162)";"PC"
"F4ALM01190";"CORREIA A25 (5162)";"PC"
"F4ALM01191";"CORREIA 5V1180 (5162)";"PC"
"F4ALM01192";"CORREIA C90 (5162)";"PC"
"F4ALM01194";"CORREIA BX76 (5162)";"PC"
"F4ALM01195";"CORREIA A40 (5162)";"PC"
"F4ALM01196";"CORREIA 1120/8M (5162)";"PC"
"F4ALM01197";"CORREIA 1480/8M (5162)";"PC"
"F4ALM01198";"CORREIA AXS49 (5162)";"PC"
"F4ALM01199";"CORREIA 1040/8M (5162)";"PC"
"F4ALM01201";"CORREIA T10/1050 (5162)";"PC"
"F4ALM01202";"CORREIA 610H (5162)";"PC"
"F4ALM01206";"CORREIA B35 (5162)";"PC"
"F4ALM01207";"CORREIA A62 (5162)";"PC"
"F4ALM01208";"CORREIA 840/8M (5162)";"PC"
"F4ALM01209";"CORREIA 720/8M (5162)";"PC"
"F4ALM01210";"CORREIA 800/8MM (5162)";"PC"
"F4ALM01211";"CORREIA AXS34 (5162)";"PC"
"F4ALM01212";"CORREIA BXS40 (5162)";"PC"
"F4ALM01214";"CORREIA 440/5T (5162)";"PC"
"F4ALM01215";"CORREIA 390H (5162)";"PC"
"F4ALM01216";"CORREIA BX36 (5162)";"PC"
"F4ALM01217";"CORREIA T10/780 (5162)";"PC"
"F4ALM01218";"CORREIA B38 (5162)";"PC"
"F4ALM01219";"CORREIA 780H (5162)";"PC"
"F4ALM01220";"CORREIA A34 (5162)";"PC"
"F4ALM01222";"CORREIA AX35 (5162)";"PC"
"F4ALM01223";"CORREIA 776/8M (5162)";"PC"
"F4ALM01224";"CORREIA A 43.7 (5162)";"PC"
"F4ALM01225";"CORREIA T10/440 (5162)";"PC"
"F4ALM01226";"CORREIA 120 XL (5162)";"PC"
"F4ALM01227";"CORREIA 400H (5162)";"PC"
"F4ALM01228";"CORREIA AXS32 (5162)";"PC"
"F4ALM01229";"CORREIA 450X26 (5162)";"PC"
"F4ALM01230";"CORREIA 510X25 (5162)";"PC"
"F4ALM01231";"CORREIA AXS35 (5162)";"PC"
"F4ALM01232";"CORREIA BX32 (5162)";"PC"
"F4ALM01233";"CORREIA 350/5M (5162)";"PC"
"F4ALM01234";"CORREIA 1520/8M (5162)";"PC"
"F4ALM01236";"CORREIA B75 (5162)";"PC"
"F4ALM01237";"CORREIA B62 (5162)";"PC"
"F4ALM01238";"CORREIA B108 (5162)";"PC"
"F4ALM01239";"CORREIA BP75 (5162)";"PC"
"F4ALM01240";"CORREIA B76 (5162)";"PC"
"F4ALM01244";"CORREIA J/1371 (5162)";"PC"
"F4ALM01245";"CORREIA BP77 (5162)";"PC"
"F4ALM01247";"CORREIA BXS80/B80 (5162)";"PC"
"F4ALM01248";"CORREIA 1440/8M (5162)";"PC"
"F4ALM01249";"CORREIA 490/1244M (5162)";"PC"
"F4ALM01250";"CORREIA BX51 (5162)";"PC"
"F4ALM01251";"CORREIA PL1499 (5162)";"PC"
"F4ALM01252";"CORREIA BXS75 (5162)";"PC"
"F4ALM01254";"CORREIA MA80 (5162)";"PC"
"F4ALM01255";"CORREIA 490J/1244M (5162)";"PC"
"F4ALM01256";"CORREIA BXS62 (5162)";"PC"
"F4ALM01257";"CORREIA B56 (5162)";"PC"
"F4ALM01259";"CORREIA 510H (5162)";"PC"
"F4ALM01389";"TERMINAL DE APERTO 25 (5162)";"PC"
"F4ALM01390";"TERMINAL DE APERTO 35 (5162)";"PC"
"F4ALM01391";"TERMINAL DE APERTO 185 (5162)";"PC"
"F4ALM01392";"TERMINAL DE APERTO 240 (5162)";"PC"
"F4ALM01397";"TERMINAL GARFO 1,5 (5162)";"PC"
"F4ALM01398";"TERMINAL GARFO 0,5 (5162)";"PC"
"F4ALM01399";"TERMINAL GARFO 0,75 (5162)";"PC"
"F4ALM01400";"TERMINAL GARFO 4 (5162)";"PC"
"F4ALM01401";"TERMINAL OLHAL 2 (5162)";"PC"
"F4ALM01402";"TERMINAL OLHAL 4 (5162)";"PC"
"F4ALM01403";"TERMINAL OLHAL 1 (5162)";"PC"
"F4ALM01404";"TERMINAL PINO 1,5 (5162)";"PC"
"F4ALM01405";"TERMINAL PINO 0,5 (5162)";"PC"
"F4ALM01406";"TERMINAL PINO 0,75 (5162)";"PC"
"F4ALM01407";"TERMINAL PINO 2 (5162)";"PC"
"F4ALM01408";"TERMINAL PINO 4 (5162)";"PC"
"F4ALM01413";"TERMINAL GARFO 2 (5162)";"PC"
"F4ALM01414";"SINDAL PORCELANA 10 (5162)";"PC"
"F4ALM00673";"BOXE - 1 1/4 (5162)";"PC"
"F4ALM00674";"BOXE - 1 1/2 (5162)";"PC"
"F4ALM00675";"BOXE - 1´´ (5162)";"PC"
"F4ALM00676";"BOXE - 3/4 (5162)";"PC"
"F4ALM00677";"BOXE - 1/2 (5162)";"PC"
"F4ALM01461";"ELETROCALHA 50X50 (5162)";"M"
"F4ALM01462";"DESENGRAXANTE HD60 (5162)";"LT"
"F4ALM01463";"ÓLEO 220 SINTÉTICO (5162)";"LT"
"F4ALM01464";"ELETRODO OK 46 2,5MM (5162)";"KG"
"F4ALM01465";"ELETRODO OK 46 2MM (5162)";"KG"
"F4ALM01466";"ELETRODO OK 4613 2MM (5162)";"KG"
"F4ALM01467";"ELETRODO OK 4613 2,5MM (5162)";"KG"
"F4ALM01468";"TOMADA SOBR 3P+T 32A N4206 VERMELHO STECK (5162)";"UN"
"F4ALM01469";"PLUG 3P+T 32A N4276 VERMELHO STECK (5162)";"UN"
"F4ALM01470";"DOSADOR VOLUMÉTRICO DV-10 MOTOR DE PASSO (5162)";"UN"
"F4ALM01471";"DOSADOR VOLUMÉTRICO DV-20 MOTOR DE PASSO (5162)";"UN"
"F4ALM01472";"SENSOR CAPACITIVO CR-18 (5162)";"UN"
"F4ALM01473";"SIRENE AUDIOVISUAL 12 OU 24 VCC-ASAV 1224 (5162)";"UN"
"F4ALM01475";"ALIMENTADOR CENTRALIZADO 50L (5162)";"UN"
"F4ALM01476";"FILTRO CENTRALIZADO 50L (5162)";"UN"
"F4ALM01477";"VÁLVULA DE ALIVIO 3" (5162)";"UN"
"F4ALM01478";"QUADRO ELÉTRICO 50X60X20 (5162)";"PC"
"F4ALM01479";"QUADRO ELÉTRICO 30X20X20 (5162)";"PC"
"F4ALM01480";"ESTEIRA PARA CABOS 150X40 (5162)";"M"
"F4ALM01481";"PARAFUSO ALLEN M16X30 SEM CABEÇA (5162)";"PC"
"F4ALM01482";"MOTOR VENTILADOR ¼ CV (5162)";"PC"
"F4ALM01483";"MOTOR 5 CV (5162)";"PC"
"F4ALM01484";"MOTOR 3 CV (5162)";"PC"
"F4ALM01474";"LAMPADA LED 6500K ALTA POT. E27/E40 80W JNG (5162)";"UN"
"F4ALM01485";"CABO PP 2X0,5 (5162)";"M"
"F4ALM01486";"RESISTÊNCIA ALETADA 800W (5162)";"PC"
"F4ALM01487";"PORCA KM-10 NACIONAL (5162)";"PC"
"F4ALM01488";"ARRUELA DE TRAVA MB-10 GBR  (5162)";"PC"
"F4ALM01489";"CORREIA 10AT-3850x32 NACIONAL  (5162)";"PC"
"F4ALM01490";"ESTABILIZADOR BIVOLT 500 V  (5162)";"PC"
"F4ALM01491";"ESTABILIZADOR BIVOLT 1000 V  (5162)";"PC"
"F4ALM01492";"MOTOR REDUTOR 0,5 CV  (5162)";"PC"
"F4ALM01497";"CORREIA AX41  (5162)";"PC"
"F4ALM01498";"CORREIA AX47  (5162)";"PC"
"F4ALM01499";"CORREIA PJ1188  (5162)";"PC"
"F4ALM01500";"CORREIA AX49  (5162)";"PC"
"F4ALM01501";"CORREIA AX54  (5162)";"PC"
"F4ALM01502";"CORREIA A43,7  (5162)";"PC"
"F4ALM01503";"CORREIA B78  (5162)";"PC"
"F4ALM01504";"CORREIA B77  (5162)";"PC"
"F4ALM01505";"CORREIA BXS78  (5162)";"PC"
"F4ALM01506";"TRENA 8 METROS  (5162)";"PC"
"F4ALM01510";"CABO DE REDE   (5162)";"M"
"F4ALM01511";"CONECTOR RJ45 (5162)";"PC"
"F4ALM01512";"MODULO DE TOMADA DE REDE (5162)";"PC"
"F4ALM01513";"ANEL ELÁSTICO EXTERNO 7MM (5162)";"PC"
"F4ALM01514";"ANEL ELÁSTICO EXTERNO 9MM (5162)";"PC"
"F4ALM01515";"ANEL ELÁSTICO EXTERNO 11MM (5162)";"PC"
"F4ALM01516";"ANEL ELÁSTICO EXTERNO 14MM (5162)";"PC"
"F4ALM01517";"ANEL ELÁSTICO EXTERNO 15MM (5162)";"PC"
"F4ALM01518";"ANEL ELÁSTICO EXTERNO 25MM (5162)";"PC"
"F4ALM01519";"ANEL ELÁSTICO EXTERNO 28MM (5162)";"PC"
"F4ALM01520";"ANEL ELÁSTICO EXTERNO 32MM (5162)";"PC"
"F4ALM01521";"ANEL ELÁSTICO EXTERNO 35MM (5162)";"PC"
"F4ALM01522";"ANEL ELÁSTICO EXTERNO 51MM (5162)";"PC"
"F4ALM01523";"ANEL ELÁSTICO EXTERNO 43MM (5162)";"PC"
"F4ALM01524";"ANEL ELÁSTICO EXTERNO 83MM (5162)";"PC"
"F4ALM01525";"ANEL ELÁSTICO EXTERNO 84MM (5162)";"PC"
"F4ALM01526";"ANEL ELÁSTICO INTERNO 34MM (5162)";"PC"
"F4ALM01527";"ANEL ELÁSTICO INTERNO 36MM (5162)";"PC"
"F4ALM01528";"ANEL ELÁSTICO INTERNO 43MM (5162)";"PC"
"F4ALM01529";"ANEL ELÁSTICO INTERNO 37MM (5162)";"PC"
"F4ALM01530";"ANEL ELÁSTICO INTERNO 27MM (5162)";"PC"
"F4ALM01531";"ANEL ELÁSTICO INTERNO 66MM (5162)";"PC"
"F4ALM01532";"VÁLVULA PNEUMÁTICA 5 VIAS COM SOLENÓIDE 24V (5162)";"PC"
"F4ALM01533";"FILTRO REGULADOR DE PRESSÃO COM ROSCA DE 3/8 (5162)";"PC"
"F4ALM01534";"IMÃ NR12 (5162)";"PC"
"F4ALM01535";"CONTROLADOR PULSE MP5W-2N 24V (5162)";"PC"
"F4ALM01536";"CABO PP 6X1 (5162)";"M"
"F4ALM01537";"CABO PP 3X0,5 (5162)";"M"
"F4ALM01538";"CABO PP 2X0,5 (5162)";"M"
"F4ALM01539";"CANALETA DE PVC 50X50 (5162)";"PC"
"F4ALM01540";"CORRENTE 40X1 (5162)";"M"
"F4ALM01541";"CORRENTE 50X1 (5162)";"M"
"F4ALM01542";"CORRENTE 50X3 (5162)";"M"
"F4ALM01543";"CORRENTE 60X2 (5162)";"M"
"F4ALM01544";"CORRENTE 60X3 (5162)";"M"
"F4ALM01545";"CORRENTE 35X1 (5162)";"M"
"F4ALM01546";"SERRA COPO 27MM (5162)";"PC"
"F4ALM01547";"SUPORTE P/ SERRA COPO 32MM (5162)";"PC"
"F4ALM01548";"REBITE 3X10 (5162)";"PC"
"F4ALM01549";"REBITE 3X15 (5162)";"PC"
"F4ALM01550";"REBITE 3X20 (5162)";"PC"
"F4ALM01551";"REBITE 4X10 (5162)";"PC"
"F4ALM01552";"REBITE 4X15 (5162)";"PC"
"F4ALM01553";"REBITE 4X20 (5162)";"PC"
"F4ALM01554";"REBITE 5X10 (5162)";"PC"
"F4ALM01555";"REBITE 5X15 (5162)";"PC"
"F4ALM01556";"REBITE 5X20 (5162)";"PC"
"F4ALM01557";"REBITE 6X10 (5162)";"PC"
"F4ALM01558";"REBITE 6X15 (5162)";"PC"
"F4ALM01559";"REBITE 6X20 (5162)";"PC"
"F4ALM01560";"GRAXA SPRAY (5162)";"PC"
"F4ALM01562";"TAMPÃO GALVANIZADO 1 1/4 (5162)";"PC"
"F4ALM01563";"CHAVE DE INTERTRAVAMENTO (5162)";"PC"
"F4ALM01564";"CONTATOR 24VCA 1NA (5162)";"PC"
"F4ALM01565";"ZARCÃO (5162)";"LT"
"F4ALM01567";"CONDULETE 3/4 + TOMADA (5162)";"PC"
"F4ALM01568";"RETENTOR 25X47X10 (5162)";"PC"
"F4ALM01569";"PORCA BORBOLETA M6 (5162)";"PC"
"F4ALM01570";"PORCA BORBOLETA M8 (5162)";"PC"
"F4ALM01571";"PORCA BORBOLETA M10 (5162)";"PC"
"F4ALM01573";"PAR DE ESCOVA DE CARVÃO 220V (5162)";"PC"
"F4ALM01574";"POTENCIÔMETRO 10K MULTIVOLTA (5162)";"PC"
"F4ALM01575";"CANOPLA P/ POTENCIÔMETRO MULTIVOLTA (5162)";"PC"
"F4ALM01576";"MANGUEIRA DE SUCÇÃO 4"  (5162)";"M"
"F4ALM01577";"RETENTOR DE ÓLEO 74X12X40 (5162)";"PC"
"F4ALM01578";"TAMPÃO DO RETENTOR 47X7X43 (5162)";"PC"
"F4ALM01579";"ALICATE DE INSERÇÃO P RJ45=KM10 (5162)";"PC"
"F4ALM01581";"RETENTOR DE OLEO 100X13X12 (5162)";"PC"
"F4ALM01582";"RETENTOR DE OLEO 80X10X10 (5162)";"PC"
"F4ALM01583";"RETENTOR DE OLEO 65X85X8 (5162)";"PC"
"F4ALM01584";"RETENTOR DE OLEO 60X85X8 (5162)";"PC"
"F4ALM01585";"RETENTOR DE OLEO 50X72X12 (5162)";"PC"
"F4ALM01586";"RETENTOR DE OLEO 50X72X8 (5162)";"PC"
"F4ALM01587";"RETENTOR DE OLEO 50X85X10 (5162)";"PC"
"F4ALM01588";"RETENTOR DE OLEO 50X65X8 (5162)";"PC"
"F4ALM01589";"RETENTOR DE OLEO 44,5X70X10 (5162)";"PC"
"F4ALM01590";"RETENTOR DE OLEO 58X85X10 (5162)";"PC"
"F4ALM01591";"RETENTOR DE OLEO 40X72X10 (5162)";"PC"
"F4ALM01592";"RETENTOR DE OLEO 25X47X10 (5162)";"PC"
"F4ALM01593";"RETENTOR DE OLEO 80X10X10 (5162)";"PC"
"F4ALM01594";"RETENTOR DE OLEO 7X35X52 (5162)";"PC"
"F4ALM01595";"RETENTOR DE OLEO 55X72X9 (5162)";"PC"
"F4ALM01596";"RETENTOR DE OLEO 60X75X8 (5162)";"PC"
"F4ALM01597";"RETENTOR DE OLEO 84X62,1X10 (5162)";"PC"
"F4ALM01598";"RETENTOR DE OLEO 40X72X10 (5162)";"PC"
"F4ALM01599";"RETENTOR DE OLEO 65X90X10 (5162)";"PC"
"F4ALM01600";"RETENTOR DE OLEO 180X113X13 (5162)";"PC"
"F4ALM01601";"RETENTOR DE OLEO 95X130X12 (5162)";"PC"
"F4ALM01602";"RETENTOR DE OLEO 50X85X10 (5162)";"PC"
"F4ALM01603";"RETENTOR DE OLEO 65X85X8 (5162)";"PC"
"F4ALM01604";"RETENTOR DE OLEO 60X85X8 (5162)";"PC"
"F4ALM01605";"RETENTOR DE OLEO 60X80X10 (5162)";"PC"
"F4ALM01606";"RETENTOR DE OLEO 85X115X13 (5162)";"PC"
